Género;Fecha de nacimiento;Nivel de Educación;Nacionalidad;Pais de residencia;Proceso;FIT;Estado Proceso;Carrera 1;Institucion 1;Nivel de estudio;Estado de carrera;Área de estudio;Carrera 2;Institución 2;Nivel de estudio 2;Estado de carrera 2;Area de estudio 2
F;1995-06-11;Universitaria;perú;perú;Analista Cultura y Cambio;65;Proceso Inactivo;Administracion Y Gestion De Empresas;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Administración;;;;;
F;1993-04-12;Postgrado;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;Psicología;Universidad Nacional Federico Villarreal;Pregrado;Titulado/Titulada;Psicología;Maestría en DO y dirección de personas;Universidad del Pacífico;Postgrado;En curso;Psicología
M;1984-07-27;Universitaria;perú;perú;Analista Cultura y Cambio;81;Proceso Inactivo;Curso Gestión de la Capacitación: Diseño y Ejecución del Plan de Entrenamiento;Pontificia Universidad Católica del Perú;Otra;Egresado/Egresada;Administración;Design Thinking: Innovación centrada en el cliente;INCAE Business School;Otra;Egresado/Egresada;Administración
M;1987-03-08;Universitaria;perú;perú;Analista Cultura y Cambio;86;Proceso Inactivo;Administracion Hotelera;CENTRO DE FORMACION EN TURISMO - CENFOTUR;Educación Técnico Profesional;Egresado/Egresada;Turismo y Hotelería;ADMINISTRACION Y RECURSOS HUMANOS;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Administración
F;1985-12-30;Universitaria;perú;perú;Analista Cultura y Cambio;64;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Nacional Federico Villarreal;Pregrado;Titulado/Titulada;Psicología;;;;;
F;2000-03-02;Universitaria;perú;perú;Analista Cultura y Cambio;88;Proceso Inactivo;Administracion De Empresas;Universidad Autonoma del Peru;Pregrado;Titulado/Titulada;Administración;;;;;
F;1983-05-07;Universitaria;perú;perú;Analista Cultura y Cambio;66;Proceso Inactivo;INGENERIA DE SISTEMAS;Universidad Alas Peruanas;Postgrado;Titulado/Titulada;Computación e Informática;;;;;
F;1993-02-28;Postgrado;perú;perú;Analista Cultura y Cambio;85;Proceso Inactivo;Bachillerato En Derecho;UNIVERSIDAD CONTINENTAL;Postgrado;Otro;Derecho;;;;;
F;1998-08-08;Universitaria;perú;perú;Analista Cultura y Cambio;70;Proceso Inactivo;Diplomado en Marketing Digital;Cámara de Comercio de Lima;Otra;Egresado/Egresada;Marketing;Psicologia;Universidad Privada del Norte;Pregrado;En curso;Psicología
F;2000-04-19;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Comunicaciones y Publicidad;Universidad Peruana de Ciencias Aplicadas;Pregrado;En curso;Comunicaciones;;;;;
F;1992-09-22;Universitaria;perú;perú;Analista Cultura y Cambio;91;Proceso Inactivo;Administracion De Recursos Humanos;Universidad Peruana de Ciencias Aplicadas;Postgrado;Titulado/Titulada;Administración;;;;;
F;1997-12-16;Universitaria;perú;perú;Analista Cultura y Cambio;72;Proceso Inactivo;Derecho;Universidad Peruana de Ciencias Aplicadas;Pregrado;En curso;Derecho;;;;;
F;1993-10-18;Universitaria;perú;perú;Analista Cultura y Cambio;90;Proceso Inactivo;Administracion;Pontificia Universidad Católica del Perú;Pregrado;Egresado/Egresada;Administración;;;;;
F;1992-04-12;Universitaria;perú;perú;Analista Cultura y Cambio;48;Proceso Inactivo;Administracion;Universidad Tecnológica del Peru;Pregrado;En curso;Administración;Computacion E Informatica;instituto superior tecnologico cesca;Educación Técnico Profesional;Egresado/Egresada;Computación e Informática
M;1976-04-27;Magister;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;Administracion hoteleria, turismo y gastronomia;Universidad Alas Peruanas;Pregrado;Egresado/Egresada;Administración;MBA CENTRUM;Pontificia Universidad Católica del Perú;Postgrado;Egresado/Egresada;Administración
F;1996-06-16;Universitaria;perú;perú;Analista Cultura y Cambio;72;Proceso Inactivo;Comunicación Corporativa;Universidad Privada del Norte;Otra;Egresado/Egresada;Comunicaciones;;;;;
M;1987-08-28;Postgrado;perú;perú;Analista Cultura y Cambio;95;Proceso Inactivo;Psicologia;Universidad San Martin de Porres;Pregrado;Titulado/Titulada;Psicología;Psicologia;Universidad San Martin de Porres;Postgrado;En curso;Psicología
F;1997-06-24;Magister;perú;perú;Analista Cultura y Cambio;71;Proceso Inactivo;Bachiller en Ciencias de la Comunicación;Universidad Tecnológica del Peru;Postgrado;Egresado/Egresada;Comunicaciones;Maestría en Gestión de Recursos Humanos MGRH;Universidad San Martin de Porres;Postgrado;Egresado/Egresada;Comunicaciones
F;1997-02-22;Postgrado;peruano;Perú;Analista Cultura y Cambio;86;Proceso Inactivo;Administracion;Universidad de Lima;Pregrado;Egresado/Egresada;Administración;;;;;
F;1993-04-09;Postgrado;perú;perú;Analista Cultura y Cambio;78;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Alas Peruanas;Postgrado;Titulado/Titulada;Psicología;;;;;
F;1985-11-04;Universitaria;perú;perú;Analista Cultura y Cambio;52;Proceso Inactivo;Ingenieria Industrial;universidad nacional de trujillo;Postgrado;Titulado/Titulada;Industrial;;;;;
F;1998-09-06;Universitaria;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;Maestría en educación intercultural bilingue con mención en gestión e innovación;Universidad Peruana Cayetano Heredia;Postgrado;En curso;Educación Media;Licenciatura En Educacion;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Educación Media
M;1986-10-03;Postgrado;perú;perú;Analista Cultura y Cambio;49;Proceso Inactivo;Administracion;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Administración;Administracion En Recursos Humanos;Pontificia Universidad Católica del Ecuador;Postgrado;Egresado/Egresada;Administración
F;1997-03-01;Universitaria;perú;perú;Analista Cultura y Cambio;85;Proceso Inactivo;Comunicaciones;Universidad de Lima;Pregrado;Titulado/Titulada;Comunicaciones;;;;;
F;1988-03-29;Postgrado;perú;perú;Analista Cultura y Cambio;71;Proceso Inactivo;Psicologia;Universidad Nacional Federico Villarreal;Otra;Egresado/Egresada;Psicología;;;;;
F;1989-11-17;Postgrado;perú;perú;Analista Cultura y Cambio;70;Proceso Inactivo;Especialización en Recursos Humamos;Universidad del Pacifico;Postgrado;Titulado/Titulada;Trabajo Social;Administracion De Empresas;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Administración
F;1994-03-01;Universitaria;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;Psicologia;Universidad Privada del Norte;Pregrado;Titulado/Titulada;Psicología;Gestión de Recursos Humanos;Instituto Peruano de Desarrollo y Formación Profesional;Otra;Egresado/Egresada;Psicología
F;1997-11-24;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;Comunicacion Audiovisual;Toulouse Lautrec;Educación Técnico Profesional;Egresado/Egresada;Artes de comunicación;;;;;
F;1993-06-16;Universitaria;perú;perú;Analista Cultura y Cambio;58;Proceso Inactivo;Ciencias de la Comunicación;Universidad de Lima;Pregrado;Titulado/Titulada;Comunicaciones;Comunicación Organizacional;Universidad de Lima;Pregrado;Titulado/Titulada;Comunicaciones
F;1996-01-21;Universitaria;perú;perú;Analista Cultura y Cambio;86;Proceso Inactivo;Administracion De Empresas;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Administración;;;;;
F;1994-01-01;Postgrado;perú;perú;Analista Cultura y Cambio;63;Proceso Inactivo;Psicologia;Pontificia Universidad Católica del Perú;Postgrado;Titulado/Titulada;Psicología;;;;;
F;1989-02-11;Universitaria;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;Bachillerato En Psicologia;Universidad de Lima;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1998-10-30;Universitaria;perú;perú;Analista Cultura y Cambio;84;Proceso Inactivo;Psicologia;Universidad Nacional de San Agustin;Pregrado;Otro;Psicología;;;;;
F;1997-04-26;Postgrado;perú;perú;Analista Cultura y Cambio;67;Proceso Inactivo;Administracion De Empresas;Universidad Nacional Federico Villarreal;Pregrado;Otro;Administración;;;;;
F;1999-01-14;Universitaria;perú;perú;Analista Cultura y Cambio;82;Proceso Inactivo;Bachillerato En Psicologia;Universidad Nacional Mayor de San Marcos;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1995-09-17;Magister;perú;perú;Analista Cultura y Cambio;69;Proceso Inactivo;direccion y organizacion de talento humano;universidad nacional de trujillo;Postgrado;Titulado/Titulada;Administración;;;;;
M;1986-11-12;Magister;perú;perú;Analista Cultura y Cambio;89;Proceso Inactivo;Ingenieria Industrial;Universidad de Lima;Postgrado;Titulado/Titulada;Industrial;;;;;
F;1989-01-25;Universitaria;perú;perú;Analista Cultura y Cambio;77;Proceso Inactivo;Administracion De Empresas;Universidad San Pablo;Pregrado;Egresado/Egresada;Administración;;;;;
M;1976-07-17;Universitaria;perú;perú;Analista Cultura y Cambio;73;Proceso Inactivo;Scrum Master;Universidad de Ingeniería y Tecnología;Otra;Titulado/Titulada;Filosofía;Psicologia;Universidad Nacional Mayor de San Marcos;Educación Técnico Profesional;Titulado/Titulada;Psicología
F;1993-01-05;Universitaria;perú;perú;Analista Cultura y Cambio;66;Proceso Inactivo;Comunicación Estratégica;ISIL - Escuela;Pregrado;Titulado/Titulada;Comunicaciones;;;;;
F;1994-10-04;Universitaria;perú;perú;Analista Cultura y Cambio;56;Proceso Inactivo;Psicologia;Universidad César Vallejo;Pregrado;Titulado/Titulada;Psicología;;;;;
M;1996-01-07;Universitaria;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;gestion del talento humano;Universidad César Vallejo;Postgrado;En curso;Psicología;Psicologia / Licenciatura En Psicologia;Universidad César Vallejo;Pregrado;Titulado/Titulada;Psicología
F;1994-01-03;Universitaria;perú;perú;Analista Cultura y Cambio;55;Proceso Inactivo;Curso de Especialización en Cultura Organizacional y Comunicación Interna;Universidad de Lima;Postgrado;Egresado/Egresada;Psicología;Psicologia / Licenciatura En Psicologia;Universidad Femenina del Sagrado Corazón;Pregrado;Titulado/Titulada;Psicología
M;1997-08-04;Universitaria;perú;Perú;Analista Cultura y Cambio;68;Proceso Inactivo;Administracion;Universidad Católica Santo Toribio de Mogrovejo;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
F;1999-05-12;Universitaria;perú;perú;Analista Cultura y Cambio;77;Proceso Inactivo;Bachillerato En Psicologia;Universidad Católica de Santa María;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1993-12-10;Postgrado;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;Clima y Cultura Organizacional;Universidad del Pacifico;Postgrado;En curso;Comunicaciones;Ciencia de la Comunicación;Universidad Nacional de Trujillo;Otra;Egresado/Egresada;Comunicaciones
M;1975-04-16;Magister;perú;perú;Analista Cultura y Cambio;68;Proceso Inactivo;Administracion De Recursos Humanos;ESAN;Postgrado;Titulado/Titulada;Recursos Marinos;Administracion De Empresas;Pontificia Universidad Católica del Perú;Pregrado;Titulado/Titulada;Administración
F;1993-08-27;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;45;Proceso Inactivo;Administracion De Empresas;Instituto continental;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
M;1990-01-03;Postgrado;perú;perú;Analista Cultura y Cambio;97;Proceso Inactivo;Diploma de Especialización en Factor Humano;Universidad Peruana de Ciencias Aplicadas;Postgrado;Egresado/Egresada;Administración;Diplomado en Recursos Humanos;Universidad Ricardo Palma;Otra;Titulado/Titulada;Administración
F;1997-01-31;Postgrado;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;Comunicación y Marketing;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Comunicaciones;;;;;
F;1994-04-29;Universitaria;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;Certificate in Computer and Data Science;Massachusetts Institute of Technology;Otra;Egresado/Egresada;Computación e Informática;Administracion De Empresas;Universidad de Huánuco;Pregrado;Titulado/Titulada;Administración
M;1986-12-09;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;77;Proceso Inactivo;Publicista Y Comunicacion Integral;ISIL;Educación Técnico Profesional;Titulado/Titulada;Comunicaciones;;;;;
F;1993-04-29;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Especialización en Dirección de Personas;ESAN;Postgrado;Egresado/Egresada;Administración;Administración y Marketing;Universidad Esan;Pregrado;Egresado/Egresada;Administración
F;1991-10-07;Universitaria;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;Psicologia;Universidad San Martin de Porres;Postgrado;Titulado/Titulada;Psicología;;;;;
F;1999-12-27;Universitaria;perú;Perú;Analista Cultura y Cambio;97;Proceso Inactivo;Ingenieria Industrial;Universidad Nacional de San Agustin;Pregrado;Egresado/Egresada;Industrial;;;;;
F;1991-08-01;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Administracion De Empresas De Turismo;Universidad Nacional Mayor de San Marcos;Otra;Titulado/Titulada;Administración;;;;;
F;1997-03-01;Universitaria;perú;perú;Analista Cultura y Cambio;82;Proceso Inactivo;Ingenieria Industrial;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Industrial;;;;;
F;1999-04-15;Universitaria;perú;perú;Analista Cultura y Cambio;91;Proceso Inactivo;Ingenieria Industrial;Universidad de Lima;Pregrado;Egresado/Egresada;Industrial;;;;;
M;1990-06-12;Universitaria;perú;perú;Analista Cultura y Cambio;86;Proceso Inactivo;Diplomado Internacional en Dirección Estratégica en Recursos Humanos;Pontificia Universidad Católica del Perú;Postgrado;En curso;Psicología;Psicologia;Universidad de Lima;Pregrado;Otro;Psicología
F;1996-07-23;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;aviacion comercial;professional air;Educación Técnico Profesional;Egresado/Egresada;Orientación;Psicologia;Universidad Norbert Wiener;Pregrado;Egresado/Egresada;Psicología
M;1988-11-23;Universitaria;perú;perú;Analista Cultura y Cambio;62;Proceso Inactivo;Administracion;Universidad Nacional de la Amazonía Peruana;Pregrado;Titulado/Titulada;Administración;;;;;
F;1999-09-09;Universitaria;perú;perú;Analista Cultura y Cambio;88;Proceso Inactivo;Bachiller en Psicología;Universidad Antonio Ruiz de Montoya;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1996-07-26;Universitaria;perú;perú;Analista Cultura y Cambio;81;Proceso Inactivo;Gestión de Recursos Humanos;Universidad San Martin de Porres;Pregrado;Titulado/Titulada;Psicología;INDICADORES DE RECURSOS HUMANOS;CENTRO DE EDUCACIÓN CONTINÚA USMP;Otra;Egresado/Egresada;Sociología
F;1996-07-15;Postgrado;perú;perú;Analista Cultura y Cambio;95;Proceso Inactivo;Gestión del Factor Humano;Universidad Peruana de Ciencias Aplicadas;Postgrado;Egresado/Egresada;Administración;Comunicación Empresarial;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Artes de comunicación
F;1998-08-04;Universitaria;perú;perú;Analista Cultura y Cambio;93;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1998-05-03;Universitaria;perú;perú;Analista Cultura y Cambio;94;Proceso Inactivo;Bachillerato En Psicologia;Universidad Nacional de San Agustin;Pregrado;Egresado/Egresada;Psicología;;;;;
M;1990-08-08;Postgrado;perú;perú;Analista Cultura y Cambio;93;Proceso Inactivo;Psicologia;UNIVERSIDAD DE SAN MARTIN DE PORRES;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1997-07-22;Universitaria;perú;perú;Analista Cultura y Cambio;73;Proceso Inactivo;Comunicacion Y Relaciones Publicas;Universidad de Lima;Pregrado;Egresado/Egresada;Bachillerato / College;;;;;
M;1994-10-05;Universitaria;perú;perú;Analista Cultura y Cambio;97;Proceso Inactivo;Comunicación e Imagen Empresarial;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Comunicaciones;Administración y Dirección de Recursos Humanos;Universidad Nacional Mayor de San Marcos;Postgrado;En curso;Administración
F;1996-10-02;Postgrado;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;GESTION Y ALTA DIRECCION;Pontificia Universidad Católica del Perú;Postgrado;Titulado/Titulada;Administración;;;;;
F;1994-06-18;Postgrado;perú;perú;Analista Cultura y Cambio;91;Proceso Inactivo;Diploma Internacional en Comunicación Corporativa;ESAN;Postgrado;Egresado/Egresada;Comunicaciones;Comunicación e Imagen Empresarial;Universidad Peruana de Ciencias Aplicadas;Pregrado;Titulado/Titulada;Comunicaciones
M;1990-10-05;Universitaria;perú;perú;Analista Cultura y Cambio;61;Proceso Inactivo;Comunicacion Y Relaciones Publicas;Universidad de Lima;Pregrado;Egresado/Egresada;Comunicaciones;;;;;
F;1992-03-18;Postgrado;perú;perú;Analista Cultura y Cambio;83;Proceso Inactivo;Responsabilidad Social y Sostenibilidad.;ESAN;Postgrado;Egresado/Egresada;Medio Ambiente;Comunicación Social;Universidad San Martin de Porres;Pregrado;Egresado/Egresada;Comunicaciones
F;1999-09-07;Universitaria;perú;perú;Analista Cultura y Cambio;85;Proceso Inactivo;Administracion;Universidad de Lima;Pregrado;Egresado/Egresada;Administración;;;;;
M;1987-02-05;Universitaria;perú;perú;Analista Cultura y Cambio;92;Proceso Inactivo;Psicologia;Universidad San Martin de Porres;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1996-03-11;Postgrado;perú;perú;Analista Cultura y Cambio;96;Proceso Inactivo;Comunicacion Y Relaciones Publicas;Universidad de Lima;Pregrado;Titulado/Titulada;Comunicaciones;;;;;
F;2000-01-11;Universitaria;perú;perú;Analista Cultura y Cambio;86;Proceso Inactivo;Comunicación y marketing;Universidad Peruana de Ciencias Aplicadas;Pregrado;En curso;Marketing;;;;;
F;1996-05-18;Magister;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Administracion;University of South Florida;Pregrado;Titulado/Titulada;Administración;Global Máster en Recursos Humanos y Desarrollo de Talento;EAE BUSINESS SCHOOL;Postgrado;En curso;Psicología
M;1973-07-29;Postgrado;perú;perú;Analista Cultura y Cambio;93;Proceso Inactivo;Psicologia;universidad continental;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1990-09-11;Universitaria;perú;perú;Analista Cultura y Cambio;78;Proceso Inactivo;Legislación y Relaciones Laborales;Escuela Empresarial del Perú;Postgrado;Titulado/Titulada;Derecho;Gestión del Talento;Universidad Nacional de Trujillo;Postgrado;Titulado/Titulada;Administración
F;1996-06-22;Universitaria;perú;perú;Analista Cultura y Cambio;71;Proceso Inactivo;Administración en Turismo y Hotelería;Universidad César Vallejo;Pregrado;Titulado/Titulada;Turismo y Hotelería;;;;;
F;1999-05-22;Universitaria;perú;perú;Analista Cultura y Cambio;73;Proceso Inactivo;Tecnico En Marketing;CERTUS;Educación Técnico Profesional;Titulado/Titulada;Marketing;;;;;
M;2001-04-19;Universitaria;perú;perú;Analista Cultura y Cambio;88;Proceso Inactivo;Psicologia;Universidad Peruana Cayetano Heredia;Pregrado;En curso;Psicología;;;;;
F;1995-03-24;Universitaria;perú;perú;Analista Cultura y Cambio;84;Proceso Inactivo;Psicologia;Universidad Nacional Federico Villarreal;Pregrado;Egresado/Egresada;Psicología;;;;;
F;2001-01-16;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;78;Proceso Inactivo;Administración en Turismo;Instituto San Ignacio de Loyola;Educación Técnico Profesional;Egresado/Egresada;Turismo y Hotelería;;;;;
F;1988-11-06;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Nacional Federico Villarreal;Otra;Titulado/Titulada;Psicología;Bachillerato En Psicologia;Universidad Nacional Federico Villarreal;Pregrado;Egresado/Egresada;Psicología
F;1986-06-01;Postgrado;perú;perú;Analista Cultura y Cambio;80;Proceso Inactivo;Trabajo Social;Universidad Nacional Mayor de San Marcos;Pregrado;Egresado/Egresada;Trabajo Social;;;;;
F;1999-06-05;Universitaria;perú;perú;Analista Cultura y Cambio;70;Proceso Inactivo;Psicologia;Universidad Tecnológica del Peru;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1995-09-02;Universitaria;perú;perú;Analista Cultura y Cambio;77;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Peruana Union;Pregrado;Titulado/Titulada;Psicología;;;;;
M;1997-01-04;Postgrado;perú;perú;Analista Cultura y Cambio;85;Proceso Inactivo;Administracion De Empresas;Universidad de Lima;Educación Técnico Profesional;Titulado/Titulada;Economía;;;;;
F;1993-09-09;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;64;Proceso Inactivo;Aviacion Comercial;columbia;Educación Técnico Profesional;Egresado/Egresada;Turismo y Hotelería;Contabilidad;ZEGEL IPAE;Educación Técnico Profesional;En curso;Contabilidad
F;1995-11-28;Universitaria;perú;Perú;Analista Cultura y Cambio;76;Proceso Inactivo;Maestria en Medio Ambiente y Sistemas de Gestion;Universidad Nacional de San Agustin;Postgrado;En curso;Medio Ambiente;Ingeniería Industrial;Universidad Católica San Pablo;Postgrado;Egresado/Egresada;Industrial
F;1988-09-10;Universitaria;perú;perú;Analista Cultura y Cambio;85;Proceso Inactivo;Administracion De Empresas;Universidad Señor de Sipán;Pregrado;Egresado/Egresada;Administración;;;;;
F;1998-01-16;Universitaria;perú;Perú;Analista Cultura y Cambio;94;Proceso Inactivo;Psicologia;Universidad Nacional Federico Villarreal;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1992-10-12;Postgrado;perú;perú;Analista Cultura y Cambio;94;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Peruana de Ciencias Aplicadas;Postgrado;Titulado/Titulada;Psicología;Especialización en Factor Humano;Universidad Peruana de Ciencias Aplicadas;Postgrado;Egresado/Egresada;Psicología
F;1992-03-30;Universitaria;perú;perú;Analista Cultura y Cambio;46;Proceso Inactivo;Administracion De Recursos Humanos;Universidad Nacional Mayor de San Marcos;Postgrado;Egresado/Egresada;Administración;Administracion y negocios internacionales;Universidad Alas Peruanas;Postgrado;Titulado/Titulada;Administración
M;1997-09-25;Universitaria;perú;Perú;Analista Cultura y Cambio;97;Proceso Inactivo;Ingenieria Industrial;Universidad de Lima;Pregrado;Egresado/Egresada;Industrial;;;;;
M;1982-09-05;Postgrado;perú;perú;Analista Cultura y Cambio;98;Proceso Inactivo;Control De Gestion;universidad esan;Postgrado;Egresado/Egresada;Administración;Psicologia / Licenciatura En Psicologia;Universidad Nacional de San Agustin;Pregrado;Egresado/Egresada;Psicología
F;2001-05-24;Universitaria;perú;perú;Analista Cultura y Cambio;76;Proceso Inactivo;Administracion De Empresas;Universidad Privada San Juan Bautista;Pregrado;En curso;Administración;;;;;
F;1992-06-11;Universitaria;perú;perú;Analista Cultura y Cambio;57;Proceso Inactivo;Curso Cultura Organizacional: Ambientes de trabajo de hoy;Creahana;Otra;Egresado/Egresada;Comunicaciones;Esp. en Estrategias de la Comunicación Interna y Endomarketing;Universidad de San Martín de porres;Otra;Egresado/Egresada;Comunicaciones
F;1999-12-15;Postgrado;perú;perú;Analista Cultura y Cambio;71;Proceso Inactivo;Ingenieria Industrial;Universidad de Piura;Postgrado;Titulado/Titulada;Industrial;;;;;
F;1999-04-18;Universitaria;perú;perú;Analista Cultura y Cambio;76;Proceso Inactivo;Psicologia;Universidad Peruana Cayetano Heredia;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1995-10-19;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Psicologia;Universidad Privada del Norte;Pregrado;En curso;Psicología;;;;;
F;1996-11-19;Universitaria;perú;perú;Analista Cultura y Cambio;91;Proceso Inactivo;Diplomado en Gestión de la Sostenibilidad en las Organizaciones;centrum pucp;Postgrado;En curso;Medio Ambiente;comunicación social;Universidad Privada Antenor Orrego;Pregrado;Egresado/Egresada;Comunicaciones
M;1997-12-12;Técnico profesional superior;perú;perú;Analista Cultura y Cambio;80;Proceso Inactivo;Administracion Bancaria;Certus;Educación Técnico Profesional;Egresado/Egresada;Administración;;;;;
F;1993-09-20;Universitaria;perú;perú;Analista Cultura y Cambio;87;Proceso Inactivo;Ingenieria Industrial;Universidad de Lima;Pregrado;Egresado/Egresada;Industrial;;;;;
F;1996-03-01;Universitaria;perú;perú;Analista Cultura y Cambio;73;Proceso Inactivo;Administracion De Empresas;UPC;Pregrado;En curso;Administración;;;;;
F;1991-09-17;Universitaria;perú;perú;Analista Cultura y Cambio;98;Proceso Inactivo;Administracion;Universidad Nacional Mayor de San Marcos;Pregrado;Titulado/Titulada;Administración;;;;;
M;1989-05-31;Postgrado;perú;perú;Analista Cultura y Cambio;84;Proceso Inactivo;Tecnico En Recursos Humanos;Universidad Peruana de Ciencias Aplicadas;Postgrado;Egresado/Egresada;Administración;Administracion De Recursos Humanos;EAE Business School;Postgrado;En curso;Administración
M;1985-04-10;Universitaria;perú;perú;Analista Cultura y Cambio;96;Proceso Inactivo;Psicología Organizacional;Universidad Nacional Mayor de San Marcos;Postgrado;Egresado/Egresada;Psicología;Comunicación Organizacional;Universidad Nacional Mayor de San Marcos;Pregrado;Egresado/Egresada;Comunicaciones
F;1988-02-15;Universitaria;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;Programa Internacional en Employee Experience Management;Pacífico Business School;Otra;En curso;Administración;Especialización en Gestión Estratégica de Personas;Centrum PUCP Business School;Otra;Otro;Administración
F;1992-08-19;Universitaria;perú;perú;Analista Cultura y Cambio;77;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad Nacional Federico Villarreal;Pregrado;Titulado/Titulada;Psicología;;;;;
F;1989-11-12;Universitaria;perú;perú;Analista Cultura y Cambio;53;Proceso Inactivo;Licenciatura En Derecho;Universidad Privada San Juan Bautista;Pregrado;Egresado/Egresada;Derecho;;;;;
F;1976-11-10;Universitaria;perú;perú;Analista Cultura y Cambio;75;Proceso Inactivo;Electronica;Instituto Cibertec;Educación Técnico Profesional;Titulado/Titulada;Computación e Informática;Administracion De Empresas;Universidad San Martin de Porres;Pregrado;Egresado/Egresada;Administración
F;1986-10-13;Postgrado;perú;perú;Analista Cultura y Cambio;79;Proceso Inactivo;psicóloga;Pontificia Universidad Católica del Perú;Postgrado;Otro;Psicología;;;;;
F;1992-10-21;Universitaria;perú;perú;Analista Cultura y Cambio;71;Proceso Inactivo;Psicologia / Licenciatura En Psicologia;Universidad San Martin de Porres;Postgrado;Titulado/Titulada;Psicología;;;;;
F;2000-08-06;Universitaria;perú;perú;Analista Cultura y Cambio;98;Proceso Inactivo;Bachillerato En Psicologia;Universidad Peruana de Ciencias Aplicadas;Pregrado;Egresado/Egresada;Psicología;;;;;
F;1988-03-11;Postgrado;perú;perú;Analista Cultura y Cambio;74;Proceso Inactivo;Diplomado Internacional en Gestión del Talento Humano;Universidad ESAN;Postgrado;Egresado/Egresada;Administración;Maestría en Desarrollo Organizacional y Dirección de Personas;Universidad del Desarrollo;Postgrado;En curso;Psicología
F;1996-01-27;Universitaria;perú;perú;Analista Cultura y Cambio;80;Proceso Inactivo;Administracion;Universidad Antonio Ruiz de Montoya;Pregrado;Egresado/Egresada;Administración;;;;;
F;1999-11-12;Universitaria;perú;perú;Analista Cultura y Cambio;64;Proceso Inactivo;ciencias de la comunicacion;Universidad Femenina del Sagrado Corazón;Pregrado;Egresado/Egresada;Comunicaciones;;;;;
F;1984-08-13;Postgrado;perú;perú;Analista Cultura y Cambio;76;Proceso Inactivo;Gestion de recursos humanos en las organizaciones;Pontificia Universidad Católica del Perú;Otra;Egresado/Egresada;Administración;Comunicación interna;Universidad del Pacifico;Otra;Egresado/Egresada;Comunicaciones
